Date,Open,High,Low,Close,Adj Close,Volume
2015-09-16,5018.399902,5099.000000,5018.399902,5098.899902,5098.899902,0
2015-09-17,5098.899902,5194.000000,5098.899902,5146.799805,5146.799805,0
2015-09-18,5146.799805,5195.000000,5093.200195,5170.500000,5170.500000,0
2015-09-21,5170.500000,5170.500000,5027.399902,5066.200195,5066.200195,0
2015-09-22,5066.200195,5125.000000,5066.200195,5103.600098,5103.600098,0
2015-09-23,5103.600098,5103.600098,4988.799805,4998.100098,4998.100098,0
2015-09-24,4998.100098,5071.700195,4998.100098,5071.700195,5071.700195,0
2015-09-25,5071.700195,5116.299805,5036.100098,5042.100098,5042.100098,0
2015-09-28,5042.100098,5113.500000,5031.799805,5113.500000,5113.500000,0
2015-09-29,5098.799805,5098.799805,4918.399902,4918.399902,4918.399902,0
2015-09-30,4918.399902,5022.000000,4918.399902,5021.600098,5021.600098,0
2015-10-01,5021.700195,5116.700195,5021.700195,5112.100098,5112.100098,0
2015-10-02,5112.100098,5119.200195,5042.799805,5052.000000,5052.000000,0
2015-10-05,5052.000000,5153.600098,5052.000000,5150.500000,5150.500000,0
2015-10-06,5151.100098,5220.000000,5151.100098,5167.399902,5167.399902,0
2015-10-07,5167.399902,5197.899902,5136.299805,5197.899902,5197.899902,0
2015-10-08,5197.899902,5256.000000,5197.899902,5210.399902,5210.399902,0
2015-10-09,5210.399902,5284.000000,5210.399902,5279.700195,5279.700195,0
2015-10-12,5279.700195,5279.799805,5225.299805,5232.899902,5232.899902,0
2015-10-13,5232.899902,5232.899902,5173.299805,5202.899902,5202.899902,0
2015-10-14,5202.899902,5202.899902,5164.200195,5197.299805,5197.299805,0
2015-10-15,5197.299805,5238.899902,5197.299805,5230.000000,5230.000000,0
2015-10-16,5230.000000,5294.299805,5230.000000,5268.200195,5268.200195,0
2015-10-19,5268.200195,5294.000000,5254.899902,5269.700195,5269.700195,0
2015-10-20,5269.700195,5269.700195,5228.700195,5235.600098,5235.600098,0
2015-10-21,5235.600098,5260.000000,5195.399902,5248.299805,5248.299805,0
2015-10-22,5248.299805,5264.700195,5217.600098,5263.799805,5263.799805,0
2015-10-23,5263.799805,5374.500000,5263.799805,5351.600098,5351.600098,0
2015-10-26,5351.600098,5384.799805,5346.500000,5348.000000,5348.000000,0
2015-10-27,5348.000000,5355.799805,5339.700195,5346.200195,5346.200195,0
2015-10-28,5346.200195,5354.899902,5319.399902,5335.200195,5335.200195,0
2015-10-29,5335.200195,5353.500000,5257.100098,5266.899902,5266.899902,0
2015-10-30,5266.899902,5266.899902,5204.000000,5239.399902,5239.399902,0
2015-11-02,5239.399902,5249.299805,5162.700195,5165.799805,5165.799805,0
2015-11-03,5165.799805,5246.399902,5165.799805,5239.200195,5239.200195,0
2015-11-04,5239.200195,5313.700195,5235.600098,5242.299805,5242.299805,0
2015-11-05,5242.299805,5247.600098,5167.399902,5193.000000,5193.000000,0
2015-11-06,5171.200195,5216.600098,5152.799805,5215.000000,5215.000000,0
2015-11-09,5215.000000,5215.000000,5102.799805,5119.500000,5119.500000,0
2015-11-10,5119.500000,5119.500000,5047.000000,5099.200195,5099.200195,0
2015-11-11,5099.200195,5130.899902,5092.600098,5122.600098,5122.600098,0
2015-11-12,5122.600098,5150.100098,5083.200195,5125.700195,5125.700195,0
2015-11-13,5125.700195,5125.700195,5010.399902,5051.299805,5051.299805,0
2015-11-16,5051.299805,5051.299805,4979.200195,5003.799805,5003.799805,0
2015-11-17,5003.799805,5118.200195,5003.799805,5118.200195,5118.200195,0
2015-11-18,5118.200195,5145.500000,5082.700195,5133.100098,5133.100098,0
2015-11-19,5133.100098,5242.600098,5133.100098,5242.600098,5242.600098,0
2015-11-20,5242.600098,5272.000000,5231.000000,5256.100098,5256.100098,0
2015-11-23,5256.100098,5285.500000,5244.000000,5276.399902,5276.399902,0
2015-11-24,5276.399902,5276.399902,5226.399902,5226.399902,5226.399902,0
2015-11-25,5226.399902,5231.200195,5192.100098,5193.700195,5193.700195,0
2015-11-26,5193.700195,5253.600098,5185.799805,5210.700195,5210.700195,0
2015-11-27,5210.700195,5258.600098,5195.399902,5202.600098,5202.600098,0
2015-11-30,5202.600098,5213.100098,5166.200195,5166.500000,5166.500000,0
2015-12-01,5166.500000,5279.299805,5166.500000,5266.100098,5266.100098,0
2015-12-02,5266.100098,5269.299805,5237.500000,5258.299805,5258.299805,0
2015-12-03,5258.299805,5258.299805,5200.399902,5227.700195,5227.700195,0
2015-12-04,5227.700195,5227.700195,5117.600098,5151.600098,5151.600098,0
2015-12-07,5151.600098,5229.899902,5151.600098,5155.700195,5155.700195,0
2015-12-08,5155.700195,5155.700195,5096.700195,5108.600098,5108.600098,0
2015-12-09,5108.600098,5119.500000,5069.600098,5080.500000,5080.500000,0
2015-12-10,5080.700195,5083.799805,4995.600098,5037.700195,5037.700195,0
2015-12-11,5037.700195,5067.399902,5015.299805,5029.500000,5029.500000,0
2015-12-14,5029.500000,5029.500000,4928.000000,4928.600098,4928.600098,0
2015-12-15,4928.600098,4969.399902,4909.600098,4909.600098,4909.600098,0
2015-12-16,4909.600098,5028.399902,4909.600098,5028.399902,5028.399902,0
2015-12-17,5028.399902,5129.100098,5028.399902,5102.000000,5102.000000,0
2015-12-18,5102.000000,5112.700195,5026.600098,5106.700195,5106.700195,0
2015-12-21,5106.700195,5126.299805,5075.200195,5109.000000,5109.000000,0
2015-12-22,5109.000000,5159.899902,5103.100098,5116.700195,5116.700195,0
2015-12-23,5116.700195,5168.600098,5116.700195,5141.799805,5141.799805,0
2015-12-24,5141.799805,5211.500000,5141.799805,5207.600098,5207.600098,0
2015-12-28,null,null,null,null,null,null
2015-12-29,5207.600098,5267.299805,5189.100098,5267.299805,5267.299805,0
2015-12-30,5267.299805,5324.299805,5267.299805,5319.899902,5319.899902,0
2015-12-31,5319.899902,5325.799805,5295.899902,5295.899902,5295.899902,0
2016-01-04,5295.899902,5331.399902,5263.799805,5270.500000,5270.500000,0
2016-01-05,5270.500000,5270.500000,5183.700195,5184.399902,5184.399902,0
2016-01-06,5184.399902,5191.100098,5094.799805,5123.100098,5123.100098,0
2016-01-07,5123.100098,5124.100098,4996.500000,5010.299805,5010.299805,0
2016-01-08,5010.299805,5034.299805,4940.299805,4990.799805,4990.799805,0
2016-01-11,4990.799805,4990.799805,4880.100098,4932.200195,4932.200195,0
2016-01-12,4932.200195,4983.700195,4910.700195,4925.100098,4925.100098,0
2016-01-13,4925.100098,4992.399902,4925.100098,4987.399902,4987.399902,0
2016-01-14,4987.399902,4987.399902,4865.000000,4909.399902,4909.399902,0
2016-01-15,4929.799805,4997.100098,4870.299805,4892.799805,4892.799805,0
2016-01-18,4869.200195,4892.799805,4803.899902,4858.700195,4858.700195,0
2016-01-19,4857.299805,4903.100098,4840.200195,4903.100098,4903.100098,0
2016-01-20,4903.100098,4930.100098,4836.799805,4841.500000,4841.500000,0
2016-01-21,4841.500000,4928.100098,4841.500000,4864.000000,4864.000000,0
2016-01-22,4883.600098,4932.100098,4864.000000,4916.000000,4916.000000,0
2016-01-25,4916.000000,5006.600098,4916.000000,5006.600098,5006.600098,0
2016-01-27,5006.600098,5009.500000,4937.899902,4946.399902,4946.399902,0
2016-01-28,4946.399902,4988.899902,4909.399902,4976.200195,4976.200195,0
2016-01-29,4976.200195,5008.500000,4947.600098,5005.500000,5005.500000,0
2016-02-01,5005.500000,5073.000000,5005.500000,5043.600098,5043.600098,0
2016-02-02,5043.600098,5045.399902,4982.200195,4993.299805,4993.299805,0
2016-02-03,4993.299805,4993.299805,4873.600098,4876.799805,4876.799805,0
2016-02-04,4876.799805,4989.399902,4876.799805,4980.399902,4980.399902,0
2016-02-05,4980.399902,4983.299805,4932.899902,4976.200195,4976.200195,0
2016-02-08,4976.200195,4980.000000,4925.799805,4975.399902,4975.399902,0
2016-02-09,4975.399902,4975.399902,4826.899902,4832.100098,4832.100098,0
2016-02-10,4832.100098,4852.399902,4706.700195,4775.700195,4775.700195,0
2016-02-11,4775.700195,4821.100098,4770.700195,4821.100098,4821.100098,0
2016-02-12,4821.100098,4821.100098,4760.299805,4765.299805,4765.299805,0
2016-02-15,4765.299805,4853.899902,4765.299805,4843.500000,4843.500000,0
2016-02-16,4843.500000,4910.000000,4814.100098,4910.000000,4910.000000,0
2016-02-17,4910.000000,4926.299805,4869.700195,4882.100098,4882.100098,0
2016-02-18,4882.100098,4992.600098,4882.100098,4992.000000,4992.000000,0
2016-02-19,4992.000000,4992.000000,4937.000000,4952.799805,4952.799805,0
2016-02-22,4952.799805,5007.399902,4949.200195,5001.200195,5001.200195,0
2016-02-23,5001.200195,5035.600098,4969.399902,4979.600098,4979.600098,0
2016-02-24,4979.600098,4979.600098,4861.899902,4875.000000,4875.000000,0
2016-02-25,4875.000000,4902.000000,4844.299805,4881.200195,4881.200195,0
2016-02-26,4881.200195,4897.100098,4838.299805,4880.000000,4880.000000,0
2016-02-29,4880.000000,4925.700195,4878.799805,4880.899902,4880.899902,0
2016-03-01,4880.899902,4931.700195,4868.100098,4922.299805,4922.299805,0
2016-03-02,4922.299805,5047.000000,4922.299805,5021.200195,5021.200195,0
2016-03-03,5021.200195,5081.100098,5021.200195,5081.100098,5081.100098,0
2016-03-04,5081.100098,5105.000000,5081.100098,5090.000000,5090.000000,0
2016-03-07,5090.000000,5151.700195,5090.000000,5142.799805,5142.799805,0
2016-03-08,5142.799805,5182.500000,5103.399902,5108.000000,5108.000000,0
2016-03-09,5108.000000,5157.200195,5081.899902,5157.200195,5157.200195,0
2016-03-10,5157.200195,5177.200195,5149.700195,5150.100098,5150.100098,0
2016-03-11,5150.100098,5181.600098,5118.500000,5166.399902,5166.399902,0
2016-03-14,5166.399902,5214.000000,5166.399902,5185.500000,5185.500000,0
2016-03-15,5185.500000,5185.500000,5106.500000,5111.399902,5111.399902,0
2016-03-16,5111.399902,5122.399902,5088.200195,5119.000000,5119.000000,0
2016-03-17,5119.000000,5193.500000,5119.000000,5168.200195,5168.200195,0
2016-03-18,5168.200195,5216.200195,5168.200195,5183.100098,5183.100098,0
2016-03-21,5183.100098,5195.700195,5148.600098,5166.600098,5166.600098,0
2016-03-22,5161.500000,5181.600098,5152.600098,5166.600098,5166.600098,0
2016-03-23,5166.600098,5166.600098,5124.000000,5142.299805,5142.299805,0
2016-03-24,5142.299805,5142.299805,5069.200195,5084.200195,5084.200195,0
2016-03-29,5084.200195,5095.700195,4998.500000,5004.500000,5004.500000,0
2016-03-30,5004.500000,5058.799805,4989.899902,5010.299805,5010.299805,0
2016-03-31,5010.299805,5098.200195,5010.299805,5082.799805,5082.799805,0
2016-04-01,5082.799805,5082.799805,4976.299805,4999.399902,4999.399902,0
2016-04-04,4999.399902,5046.299805,4995.299805,4995.299805,4995.299805,0
2016-04-05,4995.299805,4995.299805,4909.100098,4924.399902,4924.399902,0
2016-04-06,4924.399902,4958.200195,4906.299805,4945.899902,4945.899902,0
2016-04-07,4945.899902,4984.899902,4945.100098,4964.100098,4964.100098,0
2016-04-08,4960.899902,4960.899902,4893.500000,4937.600098,4937.600098,0
2016-04-11,4937.600098,4943.200195,4910.799805,4931.500000,4931.500000,0
2016-04-12,4931.500000,4977.200195,4927.299805,4975.600098,4975.600098,0
2016-04-13,4975.600098,5054.700195,4975.600098,5054.700195,5054.700195,0
2016-04-14,5054.700195,5118.600098,5054.700195,5118.600098,5118.600098,0
2016-04-15,5118.500000,5157.500000,5111.700195,5157.500000,5157.500000,0
2016-04-18,5157.500000,5157.600098,5118.500000,5137.100098,5137.100098,0
2016-04-19,5137.100098,5219.000000,5137.100098,5188.799805,5188.799805,0
2016-04-20,5188.799805,5232.700195,5188.799805,5216.000000,5216.000000,0
2016-04-21,5216.000000,5279.899902,5216.000000,5272.700195,5272.700195,0
2016-04-22,5272.700195,5273.500000,5226.200195,5236.399902,5236.399902,0
2016-04-26,5236.399902,5247.299805,5211.399902,5220.600098,5220.600098,0
2016-04-27,5220.600098,5281.600098,5179.500000,5187.700195,5187.700195,0
2016-04-28,5187.700195,5239.299805,5187.700195,5225.399902,5225.399902,0
2016-04-29,5225.399902,5257.100098,5210.500000,5252.200195,5252.200195,0
2016-05-02,5252.200195,5252.200195,5182.200195,5243.000000,5243.000000,0
2016-05-03,5243.000000,5357.000000,5217.399902,5353.799805,5353.799805,0
2016-05-04,5353.799805,5353.799805,5271.100098,5271.100098,5271.100098,0
2016-05-05,5271.100098,5294.100098,5249.799805,5279.100098,5279.100098,0
2016-05-06,5281.600098,5292.000000,5200.299805,5292.000000,5292.000000,0
2016-05-09,5292.000000,5321.399902,5264.399902,5320.700195,5320.700195,0
2016-05-10,5320.700195,5343.200195,5288.399902,5342.799805,5342.799805,0
2016-05-11,5342.799805,5425.200195,5342.799805,5372.299805,5372.299805,0
2016-05-12,5372.299805,5372.299805,5337.600098,5359.299805,5359.299805,0
2016-05-13,5359.299805,5371.700195,5309.000000,5329.000000,5329.000000,0
2016-05-16,5329.000000,5371.100098,5319.799805,5358.899902,5358.899902,0
2016-05-17,5358.899902,5395.899902,5358.899902,5395.899902,5395.899902,0
2016-05-18,5395.899902,5395.899902,5347.100098,5356.200195,5356.200195,0
2016-05-19,5356.200195,5371.100098,5303.100098,5323.299805,5323.299805,0
2016-05-20,5323.299805,5366.000000,5320.299805,5351.299805,5351.299805,0
2016-05-23,5351.299805,5364.600098,5297.500000,5318.899902,5318.899902,0
2016-05-24,5318.899902,5324.000000,5295.600098,5295.600098,5295.600098,0
2016-05-25,5295.600098,5394.399902,5295.600098,5372.500000,5372.500000,0
2016-05-26,5372.500000,5402.700195,5354.100098,5388.100098,5388.100098,0
2016-05-27,5388.100098,5427.700195,5388.100098,5405.899902,5405.899902,0
2016-05-30,5405.899902,5415.000000,5391.500000,5408.000000,5408.000000,0
2016-05-31,5408.000000,5408.000000,5365.299805,5378.600098,5378.600098,0
2016-06-01,5378.600098,5378.600098,5306.299805,5323.200195,5323.200195,0
2016-06-02,5323.200195,5327.799805,5270.899902,5278.899902,5278.899902,0
2016-06-03,5278.899902,5324.299805,5278.899902,5318.899902,5318.899902,0
2016-06-06,5318.899902,5374.899902,5317.100098,5360.399902,5360.399902,0
2016-06-07,5360.100098,5392.500000,5360.100098,5371.000000,5371.000000,0
2016-06-08,5371.000000,5375.500000,5335.200195,5370.000000,5370.000000,0
2016-06-09,5370.000000,5386.000000,5336.000000,5361.899902,5361.899902,0
2016-06-10,5361.899902,5361.899902,5294.200195,5312.600098,5312.600098,0
2016-06-14,5312.600098,5312.600098,5197.399902,5203.299805,5203.299805,0
2016-06-15,5203.299805,5203.299805,5147.100098,5147.100098,5147.100098,0
2016-06-16,5147.100098,5198.899902,5141.000000,5146.000000,5146.000000,0
2016-06-17,5146.000000,5178.399902,5146.000000,5162.700195,5162.700195,0
2016-06-20,5162.700195,5256.799805,5162.700195,5256.799805,5256.799805,0
2016-06-21,5256.799805,5290.000000,5252.299805,5274.399902,5274.399902,0
2016-06-22,5274.399902,5297.799805,5259.299805,5270.899902,5270.899902,0
2016-06-23,5271.000000,5292.799805,5269.399902,5280.700195,5280.700195,0
2016-06-24,5280.700195,5325.399902,5080.000000,5113.200195,5113.200195,0
2016-06-27,5113.200195,5154.899902,5051.000000,5137.200195,5137.200195,0
2016-06-28,5137.200195,5137.200195,5051.100098,5103.299805,5103.299805,0
2016-06-29,5103.299805,5156.500000,5103.299805,5142.399902,5142.399902,0
2016-06-30,5142.399902,5247.600098,5142.399902,5233.399902,5233.399902,0
2016-07-01,5233.399902,5278.899902,5233.399902,5246.600098,5246.600098,0
2016-07-04,5246.600098,5281.799805,5218.500000,5281.799805,5281.799805,0
2016-07-05,5281.799805,5282.299805,5221.100098,5228.000000,5228.000000,0
2016-07-06,5228.000000,5228.000000,5148.700195,5197.500000,5197.500000,0
2016-07-07,5197.500000,5244.100098,5197.500000,5227.899902,5227.899902,0
2016-07-08,5227.899902,5238.299805,5217.399902,5230.500000,5230.500000,0
2016-07-11,5230.500000,5337.100098,5230.500000,5337.100098,5337.100098,0
2016-07-12,5337.100098,5391.899902,5337.100098,5353.200195,5353.200195,0
2016-07-13,5353.200195,5391.700195,5353.200195,5388.500000,5388.500000,0
2016-07-14,5388.500000,5416.000000,5386.000000,5411.600098,5411.600098,0
2016-07-15,5411.600098,5452.700195,5411.600098,5429.600098,5429.600098,0
2016-07-18,5429.600098,5462.299805,5428.899902,5458.500000,5458.500000,0
2016-07-19,5458.500000,5466.399902,5432.799805,5451.299805,5451.299805,0
2016-07-20,5451.299805,5488.700195,5439.799805,5488.700195,5488.700195,0
2016-07-21,5488.700195,5531.899902,5488.700195,5512.399902,5512.399902,0
2016-07-22,5512.600098,5512.600098,5477.899902,5498.200195,5498.200195,0
2016-07-25,5498.200195,5548.500000,5498.200195,5533.600098,5533.600098,0
2016-07-26,5530.200195,5537.500000,5498.200195,5537.500000,5537.500000,0
2016-07-27,5537.500000,5564.600098,5530.000000,5539.700195,5539.700195,0
2016-07-28,5539.700195,5564.000000,5538.799805,5556.600098,5556.600098,0
2016-07-29,5556.600098,5570.399902,5536.899902,5562.299805,5562.299805,0
2016-08-01,5562.399902,5611.200195,5562.399902,5587.399902,5587.399902,0
2016-08-02,5587.399902,5592.100098,5539.299805,5540.500000,5540.500000,0
2016-08-03,5539.299805,5539.299805,5465.700195,5465.700195,5465.700195,0
2016-08-04,5465.700195,5509.200195,5465.700195,5475.799805,5475.799805,0
2016-08-05,5475.799805,5512.500000,5475.799805,5497.399902,5497.399902,0
2016-08-08,5497.399902,5549.600098,5497.399902,5537.799805,5537.799805,0
2016-08-09,5537.799805,5553.799805,5536.200195,5552.500000,5552.500000,0
2016-08-10,5552.500000,5552.500000,5513.200195,5543.700195,5543.700195,0
2016-08-11,5543.700195,5543.700195,5483.700195,5508.000000,5508.000000,0
2016-08-12,5508.000000,5549.100098,5506.200195,5530.899902,5530.899902,0
2016-08-15,5530.899902,5545.200195,5510.799805,5540.000000,5540.000000,0
2016-08-16,5540.000000,5549.799805,5530.100098,5532.000000,5532.000000,0
2016-08-17,5532.000000,5537.899902,5506.700195,5535.000000,5535.000000,0
2016-08-18,5535.000000,5546.000000,5498.700195,5507.799805,5507.799805,0
2016-08-19,5507.799805,5533.100098,5504.500000,5526.700195,5526.700195,0
2016-08-22,5526.700195,5537.399902,5508.700195,5515.100098,5515.100098,0
2016-08-23,5515.100098,5574.000000,5515.100098,5553.799805,5553.799805,0
2016-08-24,5553.799805,5569.100098,5552.500000,5561.700195,5561.700195,0
2016-08-25,5561.700195,5562.399902,5535.399902,5541.899902,5541.899902,0
2016-08-26,5541.899902,5544.399902,5513.700195,5515.500000,5515.500000,0
2016-08-29,5515.500000,5516.700195,5452.299805,5469.200195,5469.200195,0
2016-08-30,5469.200195,5504.000000,5469.200195,5478.299805,5478.299805,0
2016-08-31,5478.299805,5478.299805,5412.600098,5433.000000,5433.000000,0
2016-09-01,5433.000000,5433.000000,5405.700195,5415.600098,5415.600098,0
2016-09-02,5415.600098,5418.899902,5361.700195,5372.799805,5372.799805,0
2016-09-05,5372.799805,5431.100098,5372.799805,5429.600098,5429.600098,0
2016-09-06,5429.600098,5430.299805,5404.399902,5413.600098,5413.600098,0
2016-09-07,5413.600098,5440.200195,5410.600098,5424.200195,5424.200195,0
2016-09-08,5424.200195,5424.200195,5358.000000,5385.799805,5385.799805,0
2016-09-09,5385.799805,5385.799805,5332.399902,5339.200195,5339.200195,0
2016-09-12,5339.200195,5339.200195,5215.000000,5219.600098,5219.600098,0
2016-09-13,5219.600098,5276.100098,5207.799805,5207.799805,5207.799805,0
2016-09-14,5207.799805,5230.600098,5192.200195,5227.700195,5227.700195,0
2016-09-15,5227.700195,5242.500000,5204.000000,5239.899902,5239.899902,0
2016-09-16,5239.899902,5306.100098,5239.899902,5296.700195,5296.700195,0
2016-09-19,5296.700195,5301.200195,5273.000000,5294.799805,5294.799805,0
2016-09-20,5294.799805,5307.600098,5276.299805,5303.600098,5303.600098,0
2016-09-21,5303.600098,5345.500000,5303.100098,5339.600098,5339.600098,0
2016-09-22,5339.600098,5391.899902,5339.600098,5374.500000,5374.500000,0
2016-09-23,5374.500000,5434.299805,5373.899902,5431.299805,5431.299805,0
2016-09-26,5431.299805,5436.100098,5407.600098,5431.399902,5431.399902,0
2016-09-27,5431.399902,5431.399902,5372.299805,5405.899902,5405.899902,0
2016-09-28,5405.899902,5435.000000,5399.100098,5412.399902,5412.399902,0
2016-09-29,5412.399902,5473.299805,5412.399902,5471.299805,5471.299805,0
2016-09-30,5471.299805,5471.299805,5417.700195,5435.899902,5435.899902,0
2016-10-03,5435.899902,5492.100098,5435.899902,5478.500000,5478.500000,0
2016-10-04,5478.500000,5484.000000,5448.299805,5484.000000,5484.000000,0
2016-10-05,5484.000000,5484.000000,5439.799805,5452.899902,5452.899902,0
2016-10-06,5452.899902,5485.799805,5452.899902,5483.000000,5483.000000,0
2016-10-07,5483.000000,5493.100098,5457.200195,5467.399902,5467.399902,0
2016-10-10,5467.399902,5494.700195,5467.399902,5475.399902,5475.399902,0
2016-10-11,5475.399902,5498.000000,5474.399902,5479.799805,5479.799805,0
2016-10-12,5479.799805,5479.799805,5433.600098,5474.600098,5474.600098,0
2016-10-13,5474.600098,5474.600098,5420.799805,5435.500000,5435.500000,0
2016-10-14,5435.500000,5447.200195,5430.299805,5434.000000,5434.000000,0
2016-10-17,5434.000000,5441.200195,5388.700195,5388.700195,5388.700195,0
2016-10-18,5388.700195,5417.500000,5386.100098,5410.799805,5410.799805,0
2016-10-19,5410.799805,5438.600098,5410.799805,5435.399902,5435.399902,0
2016-10-20,5435.399902,5457.899902,5433.100098,5442.100098,5442.100098,0
2016-10-21,5442.100098,5446.899902,5410.799805,5430.299805,5430.299805,0
2016-10-24,5430.299805,5430.299805,5377.399902,5408.500000,5408.500000,0
2016-10-25,5408.500000,5455.700195,5407.700195,5442.799805,5442.799805,0
2016-10-26,5442.799805,5442.799805,5340.700195,5359.799805,5359.799805,0
2016-10-27,5359.799805,5374.200195,5295.500000,5295.500000,5295.500000,0
2016-10-28,5295.500000,5311.399902,5261.399902,5283.799805,5283.799805,0
2016-10-31,5283.799805,5329.100098,5277.700195,5317.700195,5317.700195,0
2016-11-01,5317.700195,5317.700195,5271.700195,5290.500000,5290.500000,0
2016-11-02,5290.500000,5290.500000,5207.700195,5229.000000,5229.000000,0
2016-11-03,5229.000000,5241.200195,5201.500000,5225.600098,5225.600098,0
2016-11-04,5225.600098,5225.600098,5178.000000,5180.799805,5180.799805,0
2016-11-07,5180.799805,5251.899902,5180.799805,5250.799805,5250.799805,0
2016-11-08,5250.799805,5282.399902,5244.299805,5257.799805,5257.799805,0
2016-11-09,5257.799805,5314.100098,5052.100098,5156.600098,5156.600098,0
2016-11-10,5156.600098,5328.799805,5156.600098,5328.799805,5328.799805,0
2016-11-11,5328.799805,5370.700195,5328.799805,5370.700195,5370.700195,0
2016-11-14,5370.700195,5370.700195,5315.299805,5345.700195,5345.700195,0
2016-11-15,5345.700195,5345.700195,5303.299805,5326.200195,5326.200195,0
2016-11-16,5326.200195,5346.700195,5320.299805,5327.700195,5327.700195,0
2016-11-17,5327.700195,5344.700195,5286.200195,5338.500000,5338.500000,0
2016-11-18,5338.500000,5366.399902,5338.500000,5359.399902,5359.399902,0
2016-11-21,5359.399902,5364.000000,5334.899902,5351.299805,5351.299805,0
2016-11-22,5351.299805,5425.500000,5351.299805,5413.299805,5413.299805,0
2016-11-23,5413.299805,5488.500000,5413.299805,5484.399902,5484.399902,0
2016-11-24,5484.399902,5503.299805,5471.799805,5485.100098,5485.100098,0
2016-11-25,5485.100098,5520.899902,5478.899902,5507.799805,5507.799805,0
2016-11-28,5507.799805,5507.799805,5464.399902,5464.399902,5464.399902,0
2016-11-29,5464.399902,5486.600098,5453.299805,5457.500000,5457.500000,0
2016-11-30,5457.500000,5458.100098,5423.200195,5440.500000,5440.500000,0
2016-12-01,5440.500000,5500.200195,5440.500000,5500.200195,5500.200195,0
2016-12-02,5500.200195,5500.200195,5444.000000,5444.000000,5444.000000,0
2016-12-05,5444.000000,5444.000000,5383.799805,5400.399902,5400.399902,0
2016-12-06,5400.399902,5451.299805,5400.399902,5428.700195,5428.700195,0
2016-12-07,5428.700195,5478.100098,5428.700195,5478.100098,5478.100098,0
2016-12-08,5478.100098,5550.200195,5478.100098,5543.600098,5543.600098,0
2016-12-09,5543.600098,5566.100098,5541.299805,5560.600098,5560.600098,0
2016-12-12,5560.600098,5583.200195,5552.500000,5562.799805,5562.799805,0
2016-12-13,5562.799805,5573.700195,5543.500000,5545.000000,5545.000000,0
2016-12-14,5545.000000,5595.700195,5545.000000,5584.600098,5584.600098,0
2016-12-15,5584.600098,5584.600098,5517.899902,5538.600098,5538.600098,0
2016-12-16,5538.600098,5549.899902,5510.000000,5532.899902,5532.899902,0
2016-12-19,5532.899902,5577.899902,5530.899902,5562.100098,5562.100098,0
2016-12-20,5562.100098,5606.799805,5557.100098,5591.100098,5591.100098,0
2016-12-21,5591.100098,5628.000000,5591.100098,5613.500000,5613.500000,0
2016-12-22,5613.500000,5644.200195,5603.399902,5643.899902,5643.899902,0
2016-12-23,5643.899902,5649.799805,5619.100098,5627.899902,5627.899902,0
